,Activation,# of Neurons in hidden unit 1,# of Neurons in hidden unit 2,Alpha,Learning Rate,Accuracy Score,Macro Precision,Weighted Precision,Macro Recall,Weighted Recall,Macro F1,Weighted F1,Time Taken
253,tanh,20,20,0.0001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,1.35502
254,tanh,20,20,0.0001,0.001,0.8212209302325582,0.8173868277748233,0.8206789366914123,0.8144564061464483,0.8212209302325582,0.8157709434598488,0.820806424196324,6.82532
255,tanh,20,20,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.71814
256,tanh,20,20,0.001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,1.4849
257,tanh,20,20,0.001,0.001,0.814437984496124,0.8222245496439045,0.8183781740889767,0.796360371746066,0.814437984496124,0.8030652104591837,0.8105859158707088,4.04161
258,tanh,20,50,0.0001,0.1,0.42054263565891475,0.21027131782945738,0.1768561084069467,0.5,0.42054263565891475,0.296043656207367,0.2489979589030955,1.76139
259,tanh,20,50,0.0001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,3.9775
260,tanh,20,50,0.0001,0.001,0.813953488372093,0.8195878852179103,0.8166637045764101,0.7971271365380762,0.813953488372093,0.8033161806746713,0.8105850076012429,4.79315
261,tanh,20,50,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,1.99402
262,tanh,20,50,0.001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,4.39969
263,tanh,20,50,0.001,0.001,0.8258236434108527,0.8243872022623867,0.8254004338681864,0.815900351401754,0.8258236434108527,0.8191496407861909,0.8246706316081053,8.17821
264,tanh,50,5,0.0001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,1.05402
265,tanh,50,5,0.0001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.71188
266,tanh,50,5,0.0001,0.001,0.8224321705426356,0.8234853459765035,0.8228372380172002,0.8097354083504154,0.8224321705426356,0.8143559540815322,0.8205092618614206,2.97556
267,tanh,50,5,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.84553
268,tanh,50,5,0.001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,1.31726
269,tanh,50,5,0.001,0.001,0.8161337209302325,0.8110713481586669,0.8176867197486012,0.8144111323459149,0.8161337209302325,0.8124438683344405,0.816624426715856,3.92424
270,tanh,50,10,0.0001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,1.00985
271,tanh,50,10,0.0001,0.01,0.5159883720930233,0.610866331506901,0.6346583580265889,0.5680609712867777,0.5159883720930233,0.48708008664685243,0.4677292343481911,0.87063
272,tanh,50,10,0.0001,0.001,0.8037790697674418,0.8024852071005917,0.8142737336207819,0.8102276405221707,0.8037790697674418,0.8022414153677857,0.8050125727473858,3.71098
273,tanh,50,10,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.9313
274,tanh,50,10,0.001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,2.34335
275,tanh,50,10,0.001,0.001,0.7906976744186046,0.8164005603378739,0.8070540563672306,0.7626053819952838,0.7906976744186046,0.7703045773545797,0.7811808957887264,3.59232
276,tanh,50,20,0.0001,0.1,0.42054263565891475,0.21027131782945738,0.1768561084069467,0.5,0.42054263565891475,0.296043656207367,0.2489979589030955,1.4761
277,tanh,50,20,0.0001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.90658
278,tanh,50,20,0.0001,0.001,0.8219476744186046,0.8242089210827297,0.8228821072976974,0.8082115114899127,0.8219476744186046,0.8133289117528624,0.8197031037581914,4.85434
279,tanh,50,20,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.83694
280,tanh,50,20,0.001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,1.3968
281,tanh,50,20,0.001,0.001,0.812984496124031,0.8079341979483228,0.8150132483826487,0.8118517177072577,0.812984496124031,0.8094526964568234,0.8135752241822474,3.91303
282,tanh,50,50,0.0001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,2.9593
283,tanh,50,50,0.0001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,3.93746
284,tanh,50,50,0.0001,0.001,0.8214631782945736,0.8261994966193478,0.8236317075110405,0.8058977313009571,0.8214631782945736,0.8118518394831877,0.8186096511233476,7.77899
285,tanh,50,50,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,4.57729
286,tanh,50,50,0.001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,4.03393
287,tanh,50,50,0.001,0.001,0.8125,0.8267744772549517,0.8205317725354528,0.7909756792996625,0.8125,0.7987774509865666,0.8071280930578211,9.01937
288,relu,5,5,0.0001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.50837
289,relu,5,5,0.0001,0.01,0.8214631782945736,0.8180302954532426,0.8208382395229598,0.8139545412511752,0.8214631782945736,0.8157158819919603,0.8208876602834753,2.88616
290,relu,5,5,0.0001,0.001,0.7979651162790697,0.7942535667841459,0.8040712138352347,0.8007875714748085,0.7979651162790697,0.7955134449349255,0.7990716228149225,2.87014
291,relu,5,5,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.55655
292,relu,5,5,0.001,0.01,0.813468992248062,0.8214203308343857,0.8175160807500831,0.795208298013347,0.813468992248062,0.8019387391914243,0.8095329620881656,1.85275
293,relu,5,5,0.001,0.001,0.8183139534883721,0.8181829096497406,0.8182668596088639,0.8063398733104203,0.8183139534883721,0.8104658133220495,0.816594837070987,4.48734
294,relu,5,10,0.0001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.56432
295,relu,5,10,0.0001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.95144
296,relu,5,10,0.0001,0.001,0.8234011627906976,0.8239012362384373,0.8235851975277271,0.8112824237473606,0.8234011627906976,0.8156394897376245,0.8216508917716459,4.18733
297,relu,5,10,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.53786
298,relu,5,10,0.001,0.01,0.8248546511627907,0.8228477551407603,0.8243138172682123,0.8155381609974878,0.8248546511627907,0.8184214488896919,0.8238528268705835,4.4575
299,relu,5,10,0.001,0.001,0.7943313953488372,0.8170854809005017,0.8084970573551093,0.7676365534885872,0.7943313953488372,0.7754505744806609,0.7857979583482664,3.63655
300,relu,5,20,0.0001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.56112
301,relu,5,20,0.0001,0.01,0.7834302325581395,0.787645545085457,0.8023542951807776,0.7944858437495184,0.7834302325581395,0.782732083853479,0.7846892870597071,2.63805
302,relu,5,20,0.0001,0.001,0.784156976744186,0.7835217651879534,0.7957776116846782,0.7908475640768768,0.784156976744186,0.7826387348675719,0.7855255947836848,3.7398
303,relu,5,20,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.59709
304,relu,5,20,0.001,0.01,0.7982073643410853,0.8179232164593924,0.8101599517597469,0.7730347317479155,0.7982073643410853,0.7808741687012422,0.7906679467716444,2.24444
305,relu,5,20,0.001,0.001,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.64348
306,relu,5,50,0.0001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,2.07716
307,relu,5,50,0.0001,0.01,0.8197674418604651,0.8221065449010654,0.8207462154731987,0.8057773222569857,0.8197674418604651,0.8109396776306395,0.817431845046296,5.24422
308,relu,5,50,0.0001,0.001,0.5792151162790697,0.48971622604899345,0.5039734557699576,0.4999489465653561,0.5792151162790697,0.36784101373448713,0.42593125724904357,1.90215
309,relu,5,50,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,2.57373
310,relu,5,50,0.001,0.01,0.8294573643410853,0.8281803797468354,0.8290830757531156,0.8196677095695328,0.8294573643410853,0.8229396970228695,0.8283381689430079,6.69645
311,relu,5,50,0.001,0.001,0.8158914728682171,0.8114061591273387,0.8198612333055462,0.817203658893701,0.8158914728682171,0.8131278896474825,0.8167392653303549,11.0266
312,relu,10,5,0.0001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.53591
313,relu,10,5,0.0001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.93204
314,relu,10,5,0.0001,0.001,0.6761143410852714,0.740634387495257,0.7677311547455454,0.7115220859084814,0.6761143410852714,0.6721664015966571,0.6664492971716439,1.72469
315,relu,10,5,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.71388
316,relu,10,5,0.001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.69186
317,relu,10,5,0.001,0.001,0.8141957364341085,0.8195465593577602,0.81674740478207,0.7975731316369465,0.8141957364341085,0.803688893581796,0.8109061594573113,4.21003
318,relu,10,10,0.0001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.58089
319,relu,10,10,0.0001,0.01,0.7083333333333334,0.8037990340771726,0.782322525267859,0.6561483747668881,0.7083333333333334,0.6411623824201543,0.6658343554319379,1.56938
320,relu,10,10,0.0001,0.001,0.7933624031007752,0.8212776642765678,0.8112708821283056,0.7648257247661174,0.7933624031007752,0.7727584463323962,0.7836322964048473,2.5371
321,relu,10,10,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.54971
322,relu,10,10,0.001,0.01,0.7718023255813954,0.7840456717882034,0.8016589066822079,0.7878488972458118,0.7718023255813954,0.7716683311427388,0.772547334660326,2.7032
323,relu,10,10,0.001,0.001,0.7890019379844961,0.7892747427434486,0.8020575943057934,0.7967659094061619,0.7890019379844961,0.7877182979644446,0.7903415623044875,2.71391
324,relu,10,20,0.0001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.85824
325,relu,10,20,0.0001,0.01,0.8003875968992248,0.8186056984016679,0.8112647434965066,0.7760218393107594,0.8003875968992248,0.7838444048189463,0.793347324262609,2.6248
326,relu,10,20,0.0001,0.001,0.7814922480620154,0.8080373954959705,0.7986550589029346,0.7521346115315259,0.7814922480620154,0.7591998576200192,0.770843016959151,1.94031
327,relu,10,20,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.97897
328,relu,10,20,0.001,0.01,0.8175872093023255,0.8286503285945648,0.8234885887256396,0.7980509147234253,0.8175872093023255,0.8054514798788266,0.8131731467089094,4.52987
329,relu,10,20,0.001,0.001,0.7991763565891473,0.7967942835051486,0.8077987901467201,0.8041233836289937,0.7991763565891473,0.7972824534868203,0.8003962390385159,2.41131
330,relu,10,50,0.0001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,1.98746
331,relu,10,50,0.0001,0.01,0.7296511627906976,0.7549725644880982,0.7755305341830174,0.751556648120463,0.7296511627906976,0.7295594944127861,0.7287682515718644,3.73904
332,relu,10,50,0.0001,0.001,0.7267441860465116,0.8038341158059468,0.7850205019956085,0.6795385540126073,0.7267441860465116,0.6731169268785804,0.6941572869348979,3.07189
333,relu,10,50,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,1.42617
334,relu,10,50,0.001,0.01,0.7940891472868217,0.8149574216680927,0.8069236258968991,0.7680594300510148,0.7940891472868217,0.7757666418881819,0.7859527126860698,3.62057
335,relu,10,50,0.001,0.001,0.5801841085271318,0.597728759697168,0.5949229841809457,0.5012589969637655,0.5801841085271318,0.3714097576933247,0.42897847318175575,1.29716
336,relu,20,5,0.0001,0.1,0.8018410852713178,0.801704222456064,0.8017873539438478,0.7883343865111045,0.8018410852713178,0.7926743849066984,0.7996022137536919,1.52004
337,relu,20,5,0.0001,0.01,0.6732073643410853,0.7408313679326901,0.7683849992097663,0.7094876547015396,0.6732073643410853,0.6687848672935084,0.6627027749178053,2.01974
338,relu,20,5,0.0001,0.001,0.7906976744186046,0.7891352133315799,0.8007826505257648,0.796491376785907,0.7906976744186046,0.7889840255591054,0.7920059439780072,2.64423
339,relu,20,5,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.60527
340,relu,20,5,0.001,0.01,0.7732558139534884,0.8087347999628701,0.7972583626738393,0.7402882881494381,0.7732558139534884,0.7464596421648593,0.7595582179423114,1.14533
341,relu,20,5,0.001,0.001,0.7986918604651163,0.8254272606720128,0.8156292592554072,0.7710831419632261,0.7986918604651163,0.7793217025401978,0.7897115828335309,1.96737
342,relu,20,10,0.0001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.8865
343,relu,20,10,0.0001,0.01,0.8183139534883721,0.8169787497617687,0.8178911389749477,0.8076036866359446,0.8183139534883721,0.8110757454453145,0.8169523103911632,1.84416
344,relu,20,10,0.0001,0.001,0.7856104651162791,0.8097695613568778,0.8009551191244904,0.757504854892653,0.7856104651162791,0.7648333376784013,0.775941565550649,1.84612
345,relu,20,10,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.57932
346,relu,20,10,0.001,0.01,0.7882751937984496,0.8237578327627033,0.8119061977522398,0.7569606060139019,0.7882751937984496,0.7645650524357288,0.776438222461641,4.51525
347,relu,20,10,0.001,0.001,0.8013565891472868,0.8002583979328166,0.8009564729683714,0.7887851979717337,0.8013565891472868,0.7926904673479647,0.7994262207844046,2.1148
348,relu,20,20,0.0001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.65228
349,relu,20,20,0.0001,0.01,0.8137112403100775,0.8219009647348784,0.8178976419161978,0.7953383397808362,0.8137112403100775,0.8021221660148621,0.8097322087953038,2.40727
350,relu,20,20,0.0001,0.001,0.7604166666666666,0.769705345951166,0.7861739232771974,0.7744700075520552,0.7604166666666666,0.7601288136529312,0.7614493141914662,2.05691
351,relu,20,20,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.59584
352,relu,20,20,0.001,0.01,0.7979651162790697,0.7989294568402073,0.8121087778424209,0.8066327081053588,0.7979651162790697,0.7968634351917587,0.7992407470117457,3.41994
353,relu,20,20,0.001,0.001,0.8141957364341085,0.819917541736334,0.8169526884359707,0.7973361666384107,0.8141957364341085,0.8035488667987064,0.8108166571013327,3.40343
354,relu,20,50,0.0001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,1.15029
355,relu,20,50,0.0001,0.01,0.8212209302325582,0.8190638003389199,0.8206361083502829,0.8117708028297088,0.8212209302325582,0.8146367226241398,0.8201884452348369,4.68214
356,relu,20,50,0.0001,0.001,0.7868217054263565,0.8072232085280513,0.7994602235891234,0.7602087603840759,0.7868217054263565,0.7675003859376852,0.778151466260852,3.0404
357,relu,20,50,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,1.23351
358,relu,20,50,0.001,0.01,0.7882751937984496,0.8162903879951331,0.8063670794675822,0.7591722793335696,0.7882751937984496,0.7667505308423888,0.7780106416072818,5.32585
359,relu,20,50,0.001,0.001,0.7996608527131783,0.7949081976236378,0.8033345266472556,0.8001180971903272,0.7996608527131783,0.7965183136772105,0.8005368431267132,2.94196
360,relu,50,5,0.0001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.70404
361,relu,50,5,0.0001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.72613
362,relu,50,5,0.0001,0.001,0.780281007751938,0.7852727557338788,0.8002937955327466,0.7918474407780158,0.780281007751938,0.7796608523693178,0.7815184867574404,1.76398
363,relu,50,5,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.67015
364,relu,50,5,0.001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.72945
365,relu,50,5,0.001,0.001,0.7999031007751938,0.8280276977414258,0.8178231979572177,0.7719703157992078,0.7999031007751938,0.7803372639564607,0.7907554368079939,2.97283
366,relu,50,10,0.0001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.68066
367,relu,50,10,0.0001,0.01,0.7846414728682171,0.8159260151807485,0.8052259840248461,0.7541411078402663,0.7846414728682171,0.7614542107505746,0.77327304831792,1.70781
368,relu,50,10,0.0001,0.001,0.7919089147286822,0.8039292578732538,0.798748347818826,0.7694166807946612,0.7919089147286822,0.7763436074750687,0.7857199541769699,2.53053
369,relu,50,10,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.70402
370,relu,50,10,0.001,0.01,0.8023255813953488,0.8255522524271184,0.8166730588392158,0.77627229012222,0.8023255813953488,0.7845405093122664,0.7943777835841905,3.77113
371,relu,50,10,0.001,0.001,0.751453488372093,0.8026435708757695,0.7881940467267111,0.7120759675107502,0.751453488372093,0.7142208610847134,0.7306132124273449,2.76554
372,relu,50,20,0.0001,0.1,0.7984496124031008,0.8129660294428277,0.8068459975803207,0.7754554351679176,0.7984496124031008,0.782862498346731,0.7921076582210336,3.45561
373,relu,50,20,0.0001,0.01,0.8015988372093024,0.7962900853734818,0.802232988452489,0.797840921350739,0.8015988372093024,0.797004853212085,0.8018577574023822,1.72372
374,relu,50,20,0.0001,0.001,0.7996608527131783,0.8110920240443191,0.8060183783114176,0.7782383289921859,0.7996608527131783,0.7853176618258391,0.7941359685007169,1.71877
375,relu,50,20,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.73956
376,relu,50,20,0.001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.81547
377,relu,50,20,0.001,0.001,0.7684108527131783,0.8126874976532448,0.7992653723849067,0.7326321994975571,0.7684108527131783,0.7378226453872382,0.7520537546112216,2.51908
378,relu,50,50,0.0001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,1.28751
379,relu,50,50,0.0001,0.01,0.8185562015503876,0.8256478545938071,0.8220527043646857,0.8012566851101213,0.8185562015503876,0.8078360278733822,0.81504878062427,7.88618
380,relu,50,50,0.0001,0.001,0.625,0.7154792783694794,0.7448626479785777,0.6681276297335204,0.625,0.6144769976458891,0.604355165469501,4.59343
381,relu,50,50,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,1.42301
382,relu,50,50,0.001,0.01,0.814922480620155,0.810064048081593,0.8177254224693256,0.814866760168303,0.814922480620155,0.8117486161357239,0.8156330472957741,5.22471
383,relu,50,50,0.001,0.001,0.8054748062015504,0.8067998406543228,0.8060333304241477,0.7909959080190496,0.8054748062015504,0.7958796280074847,0.8029125183933027,4.59894
